Left,Center,Right,Product,Group (3x3)
'100000000,'011100100,'100000000,'000000000,Nilpotent
'000100000,'011100100,'100000000,'000000000,Regular Zero Divisor
'000000100,'011100100,'100000000,'000000000,Regular Zero Divisor
'100000000,'011100100,'010000000,'000000000,Regular Zero Divisor
'010000000,'011100100,'010000000,'010000000,Idempotent
'000100000,'011100100,'010000000,'000000000,Regular Zero Divisor
'000000100,'011100100,'010000000,'000000000,Regular Zero Divisor
'100000000,'011100100,'001000000,'000000000,Regular Zero Divisor
'001000000,'011100100,'001000000,'001000000,Idempotent
'000100000,'011100100,'001000000,'000000000,Regular Zero Divisor
'000000100,'011100100,'001000000,'000000000,Regular Zero Divisor
'010000000,'011100100,'000100000,'000000000,Regular Zero Divisor
'001000000,'011100100,'000100000,'000000000,Regular Zero Divisor
'000100000,'011100100,'000100000,'000100000,Idempotent
'000010000,'011100100,'000100000,'000000000,Regular Zero Divisor
'000001000,'011100100,'000100000,'000000000,Regular Zero Divisor
'000000010,'011100100,'000100000,'000000000,Regular Zero Divisor
'000000001,'011100100,'000100000,'000000000,Regular Zero Divisor
'010000000,'011100100,'000010000,'000000000,Regular Zero Divisor
'001000000,'011100100,'000010000,'000000000,Regular Zero Divisor
'000010000,'011100100,'000010000,'000000000,Nilpotent
'000001000,'011100100,'000010000,'000000000,Regular Zero Divisor
'000000010,'011100100,'000010000,'000000000,Regular Zero Divisor
'000000001,'011100100,'000010000,'000000000,Regular Zero Divisor
'010000000,'011100100,'000001000,'000000000,Regular Zero Divisor
'001000000,'011100100,'000001000,'000000000,Regular Zero Divisor
'000010000,'011100100,'000001000,'000000000,Regular Zero Divisor
'000001000,'011100100,'000001000,'000000000,Nilpotent
'000000010,'011100100,'000001000,'000000000,Regular Zero Divisor
'000000001,'011100100,'000001000,'000000000,Regular Zero Divisor
'010000000,'011100100,'000000100,'000000000,Regular Zero Divisor
'001000000,'011100100,'000000100,'000000000,Regular Zero Divisor
'000010000,'011100100,'000000100,'000000000,Regular Zero Divisor
'000001000,'011100100,'000000100,'000000000,Regular Zero Divisor
'000000100,'011100100,'000000100,'000000100,Idempotent
'000000010,'011100100,'000000100,'000000000,Regular Zero Divisor
'000000001,'011100100,'000000100,'000000000,Regular Zero Divisor
'010000000,'011100100,'000000010,'000000000,Regular Zero Divisor
'001000000,'011100100,'000000010,'000000000,Regular Zero Divisor
'000010000,'011100100,'000000010,'000000000,Regular Zero Divisor
'000001000,'011100100,'000000010,'000000000,Regular Zero Divisor
'000000010,'011100100,'000000010,'000000000,Nilpotent
'000000001,'011100100,'000000010,'000000000,Regular Zero Divisor
'010000000,'011100100,'000000001,'000000000,Regular Zero Divisor
'001000000,'011100100,'000000001,'000000000,Regular Zero Divisor
'000010000,'011100100,'000000001,'000000000,Regular Zero Divisor
'000001000,'011100100,'000000001,'000000000,Regular Zero Divisor
'000000010,'011100100,'000000001,'000000000,Regular Zero Divisor
'000000001,'011100100,'000000001,'000000000,Nilpotent
'100000000,'111100100,'100000000,'100000000,Idempotent
'010000000,'111100100,'010000000,'010000000,Idempotent
'001000000,'111100100,'001000000,'001000000,Idempotent
'010000000,'111100100,'000100000,'000000000,Regular Zero Divisor
'001000000,'111100100,'000100000,'000000000,Regular Zero Divisor
'000100000,'111100100,'000100000,'000100000,Idempotent
'000010000,'111100100,'000100000,'000000000,Regular Zero Divisor
'000001000,'111100100,'000100000,'000000000,Regular Zero Divisor
'000000010,'111100100,'000100000,'000000000,Regular Zero Divisor
'000000001,'111100100,'000100000,'000000000,Regular Zero Divisor
'010000000,'111100100,'000010000,'000000000,Regular Zero Divisor
'001000000,'111100100,'000010000,'000000000,Regular Zero Divisor
'000010000,'111100100,'000010000,'000000000,Nilpotent
'000001000,'111100100,'000010000,'000000000,Regular Zero Divisor
'000000010,'111100100,'000010000,'000000000,Regular Zero Divisor
'000000001,'111100100,'000010000,'000000000,Regular Zero Divisor
'010000000,'111100100,'000001000,'000000000,Regular Zero Divisor
'001000000,'111100100,'000001000,'000000000,Regular Zero Divisor
'000010000,'111100100,'000001000,'000000000,Regular Zero Divisor
'000001000,'111100100,'000001000,'000000000,Nilpotent
'000000010,'111100100,'000001000,'000000000,Regular Zero Divisor
'000000001,'111100100,'000001000,'000000000,Regular Zero Divisor
'010000000,'111100100,'000000100,'000000000,Regular Zero Divisor
'001000000,'111100100,'000000100,'000000000,Regular Zero Divisor
'000010000,'111100100,'000000100,'000000000,Regular Zero Divisor
'000001000,'111100100,'000000100,'000000000,Regular Zero Divisor
'000000100,'111100100,'000000100,'000000100,Idempotent
'000000010,'111100100,'000000100,'000000000,Regular Zero Divisor
'000000001,'111100100,'000000100,'000000000,Regular Zero Divisor
'010000000,'111100100,'000000010,'000000000,Regular Zero Divisor
'001000000,'111100100,'000000010,'000000000,Regular Zero Divisor
'000010000,'111100100,'000000010,'000000000,Regular Zero Divisor
'000001000,'111100100,'000000010,'000000000,Regular Zero Divisor
'000000010,'111100100,'000000010,'000000000,Nilpotent
'000000001,'111100100,'000000010,'000000000,Regular Zero Divisor
'010000000,'111100100,'000000001,'000000000,Regular Zero Divisor
'001000000,'111100100,'000000001,'000000000,Regular Zero Divisor
'000010000,'111100100,'000000001,'000000000,Regular Zero Divisor
'000001000,'111100100,'000000001,'000000000,Regular Zero Divisor
'000000010,'111100100,'000000001,'000000000,Regular Zero Divisor
'000000001,'111100100,'000000001,'000000000,Nilpotent
'100000000,'001010100,'100000000,'000000000,Nilpotent
'010000000,'001010100,'100000000,'000000000,Regular Zero Divisor
'000100000,'001010100,'100000000,'000000000,Regular Zero Divisor
'000010000,'001010100,'100000000,'000000000,Regular Zero Divisor
'000000100,'001010100,'100000000,'000000000,Regular Zero Divisor
'000000010,'001010100,'100000000,'000000000,Regular Zero Divisor
'100000000,'001010100,'010000000,'000000000,Regular Zero Divisor
'010000000,'001010100,'010000000,'000000000,Nilpotent
'000100000,'001010100,'010000000,'000000000,Regular Zero Divisor
'000010000,'001010100,'010000000,'000000000,Regular Zero Divisor
'000000100,'001010100,'010000000,'000000000,Regular Zero Divisor
'000000010,'001010100,'010000000,'000000000,Regular Zero Divisor
'100000000,'001010100,'001000000,'000000000,Regular Zero Divisor
'010000000,'001010100,'001000000,'000000000,Regular Zero Divisor
'001000000,'001010100,'001000000,'001000000,Idempotent
'000100000,'001010100,'001000000,'000000000,Regular Zero Divisor
'000010000,'001010100,'001000000,'000000000,Regular Zero Divisor
'000000100,'001010100,'001000000,'000000000,Regular Zero Divisor
'000000010,'001010100,'001000000,'000000000,Regular Zero Divisor
'100000000,'001010100,'000100000,'000000000,Regular Zero Divisor
'001000000,'001010100,'000100000,'000000000,Regular Zero Divisor
'000100000,'001010100,'000100000,'000000000,Nilpotent
'000001000,'001010100,'000100000,'000000000,Regular Zero Divisor
'000000100,'001010100,'000100000,'000000000,Regular Zero Divisor
'000000001,'001010100,'000100000,'000000000,Regular Zero Divisor
'100000000,'001010100,'000010000,'000000000,Regular Zero Divisor
'001000000,'001010100,'000010000,'000000000,Regular Zero Divisor
'000100000,'001010100,'000010000,'000000000,Regular Zero Divisor
'000010000,'001010100,'000010000,'000010000,Idempotent
'000001000,'001010100,'000010000,'000000000,Regular Zero Divisor
'000000100,'001010100,'000010000,'000000000,Regular Zero Divisor
'000000001,'001010100,'000010000,'000000000,Regular Zero Divisor
'100000000,'001010100,'000001000,'000000000,Regular Zero Divisor
'001000000,'001010100,'000001000,'000000000,Regular Zero Divisor
'000100000,'001010100,'000001000,'000000000,Regular Zero Divisor
'000001000,'001010100,'000001000,'000000000,Nilpotent
'000000100,'001010100,'000001000,'000000000,Regular Zero Divisor
'000000001,'001010100,'000001000,'000000000,Regular Zero Divisor
'010000000,'001010100,'000000100,'000000000,Regular Zero Divisor
'001000000,'001010100,'000000100,'000000000,Regular Zero Divisor
'000010000,'001010100,'000000100,'000000000,Regular Zero Divisor
'000001000,'001010100,'000000100,'000000000,Regular Zero Divisor
'000000100,'001010100,'000000100,'000000100,Idempotent
'000000010,'001010100,'000000100,'000000000,Regular Zero Divisor
'000000001,'001010100,'000000100,'000000000,Regular Zero Divisor
'010000000,'001010100,'000000010,'000000000,Regular Zero Divisor
'001000000,'001010100,'000000010,'000000000,Regular Zero Divisor
'000010000,'001010100,'000000010,'000000000,Regular Zero Divisor
'000001000,'001010100,'000000010,'000000000,Regular Zero Divisor
'000000010,'001010100,'000000010,'000000000,Nilpotent
'000000001,'001010100,'000000010,'000000000,Regular Zero Divisor
'010000000,'001010100,'000000001,'000000000,Regular Zero Divisor
'001000000,'001010100,'000000001,'000000000,Regular Zero Divisor
'000010000,'001010100,'000000001,'000000000,Regular Zero Divisor
'000001000,'001010100,'000000001,'000000000,Regular Zero Divisor
'000000010,'001010100,'000000001,'000000000,Regular Zero Divisor
'000000001,'001010100,'000000001,'000000000,Nilpotent
'100000000,'101010100,'100000000,'100000000,Idempotent
'010000000,'101010100,'100000000,'000000000,Regular Zero Divisor
'000010000,'101010100,'100000000,'000000000,Regular Zero Divisor
'000000010,'101010100,'100000000,'000000000,Regular Zero Divisor
'010000000,'101010100,'010000000,'000000000,Nilpotent
'000010000,'101010100,'010000000,'000000000,Regular Zero Divisor
'000000010,'101010100,'010000000,'000000000,Regular Zero Divisor
'010000000,'101010100,'001000000,'000000000,Regular Zero Divisor
'001000000,'101010100,'001000000,'001000000,Idempotent
'000010000,'101010100,'001000000,'000000000,Regular Zero Divisor
'000000010,'101010100,'001000000,'000000000,Regular Zero Divisor
'100000000,'101010100,'000100000,'000000000,Regular Zero Divisor
'001000000,'101010100,'000100000,'000000000,Regular Zero Divisor
'000100000,'101010100,'000100000,'000000000,Nilpotent
'000001000,'101010100,'000100000,'000000000,Regular Zero Divisor
'000000100,'101010100,'000100000,'000000000,Regular Zero Divisor
'000000001,'101010100,'000100000,'000000000,Regular Zero Divisor
'100000000,'101010100,'000010000,'000000000,Regular Zero Divisor
